Filled container:
0: Coorinates (848, 1) - 1
8450: Complex number (964, 570) - 791
8451: Coorinates (1, 791) - 791
8452: Coorinates (319, 791) - 791
8453: Coorinates (197, 791) - 791
8454: Complex number (731, 848) - 791
8455: Complex number (771, 811) - 791
8456: Complex number (999, 505) - 791
8457: Coorinates (510, 791) - 791
8458: Complex number (612, 937) - 791
8459: Coorinates (17, 791) - 791
8460: Coorinates (115, 791) - 791
8461: Complex number (989, 524) - 791
8462: Complex number (918, 640) - 791
8463: Coorinates (968, 791) - 791
8464: Coorinates (823, 791) - 791
8465: Coorinates (366, 792) - 792
8466: Complex number (877, 698) - 792
8467: Complex number (985, 536) - 792
8468: Coorinates (495, 792) - 792
8469: Coorinates (270, 792) - 792
8470: Complex number (653, 911) - 792
8471: Coorinates (891, 792) - 792
8472: Coorinates (815, 792) - 792
8473: Coorinates (976, 792) - 792
8474: Coorinates (28, 793) - 793
8475: Complex number (587, 957) - 793
8476: Coorinates (725, 793) - 793
8477: Complex number (861, 719) - 793
8478: Complex number (714, 865) - 793
8479: Complex number (707, 871) - 793
8480: Complex number (701, 876) - 793
8481: Complex number (967, 570) - 793
8482: Complex number (617, 937) - 793
8483: Complex number (571, 967) - 794
8484: Coorinates (472, 794) - 794
8485: Complex number (762, 826) - 794
8486: Coorinates (288, 794) - 794
8487: Complex number (898, 676) - 794
8488: Coorinates (496, 794) - 794
8489: Complex number (812, 777) - 794
8490: Complex number (835, 751) - 794
8491: Complex number (899, 673) - 794
8492: Coorinates (451, 794) - 794
8493: Complex number (980, 553) - 795
8494: Coorinates (968, 795) - 795
8495: Coorinates (653, 795) - 795
8496: Complex number (664, 909) - 795
8497: Complex number (806, 785) - 795
8498: Complex number (538, 988) - 795
8499: Complex number (541, 986) - 795
8500: Complex number (745, 845) - 796
8501: Coorinates (628, 796) - 796
8502: Coorinates (685, 796) - 796
8503: Coorinates (129, 796) - 796
8504: Coorinates (335, 796) - 796
8505: Coorinates (958, 796) - 796
8506: Complex number (740, 851) - 797
8507: Coorinates (714, 797) - 797
8508: Complex number (521, 1000) - 797
8509: Complex number (990, 539) - 797
8510: Coorinates (158, 797) - 797
8511: Complex number (760, 834) - 797
8512: Coorinates (622, 797) - 797
8513: Coorinates (133, 798) - 798
8514: Coorinates (473, 798) - 798
8515: Coorinates (674, 798) - 798
8516: Complex number (906, 673) - 798
8517: Complex number (898, 685) - 798
8518: Coorinates (769, 798) - 798
8519: Coorinates (218, 798) - 798
8520: Complex number (830, 766) - 798
8521: Coorinates (691, 798) - 798
8522: Complex number (999, 528) - 798
8523: Coorinates (706, 798) - 798
8524: Complex number (945, 619) - 798
8525: Coorinates (298, 798) - 798
8526: Coorinates (105, 798) - 798
8527: Coorinates (658, 799) - 799
8528: Complex number (772, 827) - 799
8529: Complex number (752, 845) - 799
8530: Complex number (985, 556) - 799
8531: Coorinates (312, 799) - 799
8532: Coorinates (552, 799) - 799
8533: Complex number (956, 603) - 799
8534: Complex number (691, 897) - 800
8535: Coorinates (598, 800) - 800
8536: Coorinates (347, 800) - 800
8537: Coorinates (494, 800) - 800
8538: Coorinates (633, 800) - 800
8539: Coorinates (223, 800) - 800
8540: Complex number (890, 700) - 800
8541: Complex number (959, 601) - 800
8542: Coorinates (124, 800) - 800
8543: Coorinates (214, 800) - 800
8544: Complex number (550, 990) - 800
8545: Complex number (910, 674) - 800
8546: Coorinates (862, 800) - 800
8547: Complex number (597, 962) - 800
8548: Complex number (550, 989) - 800
8549: Complex number (879, 716) - 801
8550: Complex number (772, 829) - 801
8551: Coorinates (370, 801) - 801
8552: Complex number (714, 881) - 801
8553: Complex number (834, 768) - 801
8554: Coorinates (736, 801) - 801
8555: Complex number (595, 964) - 801
8556: Coorinates (198, 801) - 801
8557: Coorinates (95, 801) - 801
8558: Complex number (936, 639) - 801
8559: Complex number (921, 661) - 801
8560: Coorinates (430, 801) - 801
8561: Coorinates (10, 802) - 802
8562: Coorinates (161, 802) - 802
8563: Coorinates (781, 802) - 802
8564: Coorinates (455, 802) - 802
8565: Coorinates (515, 802) - 802
8566: Coorinates (92, 802) - 802
8567: Complex number (865, 734) - 802
8568: Coorinates (724, 802) - 802
8569: Complex number (553, 992) - 803
8570: Complex number (651, 931) - 803
8571: Complex number (739, 863) - 803
8572: Coorinates (266, 803) - 803
8573: Complex number (863, 739) - 803
8574: Coorinates (105, 803) - 803
8575: Coorinates (548, 803) - 803
8576: Complex number (896, 698) - 803
8577: Complex number (918, 669) - 803
8578: Coorinates (6, 803) - 803
8579: Coorinates (230, 804) - 804
8580: Complex number (576, 981) - 804
8581: Coorinates (181, 804) - 804
8582: Coorinates (627, 804) - 804
8583: Coorinates (961, 804) - 804
8584: Complex number (944, 636) - 804
8585: Complex number (648, 935) - 804
8586: Coorinates (763, 804) - 804
8587: Coorinates (752, 804) - 804
8588: Complex number (807, 803) - 805
8589: Coorinates (639, 805) - 805
8590: Complex number (738, 868) - 805
8591: Coorinates (870, 805) - 805
8592: Coorinates (228, 805) - 805
8593: Coorinates (148, 806) - 806
8594: Complex number (933, 657) - 806
8595: Complex number (986, 573) - 806
8596: Complex number (605, 967) - 806
8597: Complex number (908, 691) - 806
8598: Coorinates (789, 806) - 806
8599: Coorinates (698, 806) - 806
8600: Coorinates (681, 806) - 806
8601: Coorinates (578, 806) - 806
8602: Complex number (642, 945) - 807
8603: Complex number (816, 799) - 807
8604: Coorinates (800, 807) - 807
8605: Complex number (603, 969) - 807
8606: Coorinates (810, 807) - 807
8607: Coorinates (869, 807) - 807
8608: Coorinates (471, 807) - 807
8609: Coorinates (149, 807) - 807
8610: Complex number (981, 585) - 807
8611: Coorinates (351, 807) - 807
8612: Coorinates (559, 808) - 808
8613: Complex number (840, 775) - 808
8614: Complex number (655, 937) - 808
8615: Complex number (968, 608) - 808
8616: Coorinates (557, 808) - 808
8617: Coorinates (362, 808) - 808
8618: Coorinates (399, 808) - 808
8619: Complex number (898, 708) - 808
8620: Complex number (900, 705) - 808
8621: Coorinates (550, 808) - 808
8622: Coorinates (929, 808) - 808
8623: Coorinates (683, 808) - 808
8624: Complex number (979, 594) - 809
8625: Complex number (563, 997) - 809
8626: Coorinates (966, 809) - 809
8627: Coorinates (419, 809) - 809
8628: Coorinates (546, 809) - 809
8629: Complex number (932, 666) - 809
8630: Coorinates (750, 809) - 809
8631: Coorinates (15, 809) - 809
8632: Complex number (859, 758) - 810
8633: Coorinates (72, 810) - 810
8634: Coorinates (1000, 810) - 810
8635: Coorinates (458, 810) - 810
8636: Coorinates (685, 810) - 810
8637: Complex number (732, 882) - 810
8638: Coorinates (173, 810) - 810
8639: Complex number (948, 647) - 811
8640: Coorinates (124, 811) - 811
8641: Coorinates (875, 811) - 811
8642: Coorinates (465, 811) - 811
8643: Complex number (906, 704) - 811
8644: Coorinates (628, 811) - 811
8645: Complex number (612, 971) - 811
8646: Coorinates (66, 811) - 811
8647: Coorinates (854, 812) - 812
8648: Coorinates (940, 812) - 812
8649: Complex number (706, 906) - 812
8650: Complex number (677, 928) - 812
8651: Complex number (713, 901) - 812
8652: Complex number (855, 767) - 812
8653: Complex number (669, 934) - 812
8654: Coorinates (512, 812) - 812
8655: Complex number (816, 809) - 812
8656: Complex number (954, 641) - 812
8657: Coorinates (944, 812) - 812
8658: Coorinates (764, 812) - 812
8659: Coorinates (818, 812) - 812
8660: Complex number (769, 853) - 812
8661: Complex number (859, 764) - 812
8662: Coorinates (903, 813) - 813
8663: Coorinates (784, 813) - 813
8664: Coorinates (573, 813) - 813
8665: Coorinates (250, 813) - 813
8666: Complex number (867, 756) - 813
8667: Complex number (944, 657) - 813
8668: Complex number (630, 963) - 813
8669: Complex number (603, 979) - 813
8670: Coorinates (893, 813) - 813
8671: Complex number (886, 734) - 813
8672: Complex number (804, 824) - 814
8673: Complex number (836, 793) - 814
8674: Complex number (854, 773) - 814
8675: Coorinates (496, 814) - 814
8676: Complex number (870, 755) - 814
8677: Complex number (771, 855) - 814
8678: Coorinates (806, 814) - 814
8679: Complex number (881, 743) - 814
8680: Complex number (661, 943) - 814
8681: Coorinates (234, 814) - 814
8682: Coorinates (129, 814) - 814
8683: Coorinates (907, 814) - 814
8684: Coorinates (666, 814) - 814
8685: Complex number (879, 746) - 815
8686: Coorinates (890, 815) - 815
8687: Coorinates (42, 815) - 815
8688: Complex number (960, 639) - 815
8689: Coorinates (581, 815) - 815
8690: Coorinates (975, 815) - 815
8691: Coorinates (161, 815) - 815
8692: Coorinates (399, 816) - 816
8693: Complex number (755, 873) - 816
8694: Coorinates (866, 816) - 816
8695: Complex number (881, 746) - 816
8696: Complex number (964, 636) - 816
8697: Complex number (676, 936) - 816
8698: Complex number (820, 812) - 816
8699: Coorinates (851, 817) - 817
8700: Complex number (877, 754) - 817
8701: Complex number (712, 911) - 817
8702: Complex number (620, 976) - 817
8703: Coorinates (765, 817) - 817
8704: Complex number (723, 902) - 817
8705: Coorinates (255, 817) - 817
8706: Complex number (664, 947) - 817
8707: Complex number (649, 956) - 817
8708: Complex number (922, 701) - 818
8709: Coorinates (153, 818) - 818
8710: Coorinates (40, 818) - 818
8711: Coorinates (922, 818) - 818
8712: Coorinates (120, 818) - 818
8713: Coorinates (928, 818) - 818
8714: Coorinates (933, 819) - 819
8715: Complex number (830, 809) - 819
8716: Coorinates (390, 819) - 819
8717: Coorinates (601, 819) - 819
8718: Coorinates (934, 819) - 819
8719: Coorinates (159, 819) - 819
8720: Coorinates (847, 819) - 819
8721: Complex number (977, 625) - 820
8722: Coorinates (475, 820) - 820
8723: Coorinates (664, 820) - 820
8724: Coorinates (752, 820) - 820
8725: Coorinates (591, 820) - 820
8726: Coorinates (988, 820) - 820
8727: Complex number (938, 683) - 820
8728: Complex number (980, 620) - 820
8729: Coorinates (765, 820) - 820
8730: Complex number (976, 627) - 820
8731: Coorinates (633, 820) - 820
8732: Coorinates (53, 821) - 821
8733: Coorinates (362, 821) - 821
8734: Coorinates (391, 821) - 821
8735: Coorinates (824, 821) - 821
8736: Complex number (889, 748) - 821
8737: Coorinates (760, 821) - 821
8738: Complex number (759, 879) - 821
8739: Coorinates (212, 822) - 822
8740: Complex number (738, 899) - 822
8741: Complex number (616, 986) - 822
8742: Complex number (605, 994) - 822
8743: Coorinates (543, 822) - 822
8744: Complex number (824, 821) - 822
8745: Coorinates (972, 822) - 822
8746: Coorinates (179, 822) - 822
8747: Complex number (935, 693) - 822
8748: Coorinates (694, 822) - 822
8749: Complex number (602, 996) - 822
8750: Complex number (925, 705) - 822
8751: Coorinates (228, 822) - 822
8752: Complex number (781, 863) - 823
8753: Complex number (824, 822) - 823
8754: Coorinates (987, 823) - 823
8755: Coorinates (86, 823) - 823
8756: Complex number (923, 710) - 823
8757: Complex number (625, 982) - 823
8758: Coorinates (354, 823) - 823
8759: Complex number (805, 842) - 823
8760: Coorinates (292, 823) - 823
8761: Complex number (902, 736) - 823
8762: Complex number (949, 676) - 823
8763: Coorinates (824, 824) - 824
8764: Coorinates (489, 824) - 824
8765: Coorinates (746, 824) - 824
8766: Complex number (677, 949) - 824
8767: Complex number (776, 871) - 824
8768: Coorinates (761, 824) - 824
8769: Complex number (775, 871) - 824
8770: Coorinates (352, 824) - 824
8771: Complex number (778, 869) - 824
8772: Complex number (889, 755) - 824
8773: Coorinates (672, 824) - 824
8774: Coorinates (113, 824) - 824
8775: Complex number (670, 955) - 824
8776: Coorinates (345, 824) - 824
8777: Coorinates (786, 824) - 824
8778: Complex number (678, 951) - 825
8779: Complex number (887, 758) - 825
8780: Coorinates (450, 825) - 825
8781: Coorinates (506, 825) - 825
8782: Coorinates (839, 825) - 825
8783: Complex number (892, 753) - 825
8784: Coorinates (705, 825) - 825
8785: Coorinates (877, 826) - 826
8786: Complex number (609, 998) - 826
8787: Complex number (813, 839) - 826
8788: Coorinates (995, 826) - 826
8789: Coorinates (340, 826) - 826
8790: Coorinates (159, 826) - 826
8791: Coorinates (714, 826) - 826
8792: Coorinates (453, 826) - 826
8793: Complex number (912, 731) - 826
8794: Coorinates (300, 826) - 826
8795: Complex number (833, 820) - 826
8796: Complex number (686, 946) - 826
8797: Complex number (930, 707) - 826
8798: Complex number (855, 796) - 826
8799: Coorinates (239, 826) - 826
8800: Complex number (843, 810) - 826
8801: Coorinates (16, 826) - 826
8802: Coorinates (543, 826) - 826
8803: Complex number (657, 969) - 827
8804: Complex number (870, 783) - 827
8805: Coorinates (1, 827) - 827
8806: Complex number (951, 681) - 827
8807: Complex number (615, 995) - 827
8808: Coorinates (740, 827) - 827
8809: Complex number (685, 949) - 827
8810: Coorinates (947, 828) - 828
8811: Coorinates (591, 828) - 828
8812: Complex number (836, 821) - 828
8813: Complex number (901, 748) - 828
8814: Coorinates (398, 829) - 829
8815: Coorinates (425, 829) - 829
8816: Coorinates (422, 829) - 829
8817: Coorinates (241, 829) - 829
8818: Complex number (773, 882) - 829
8819: Complex number (947, 692) - 829
8820: Complex number (792, 866) - 829
8821: Coorinates (853, 830) - 830
8822: Coorinates (538, 830) - 830
8823: Complex number (728, 922) - 830
8824: Complex number (639, 986) - 830
8825: Coorinates (133, 830) - 830
8826: Coorinates (983, 830) - 830
8827: Coorinates (577, 830) - 830
8828: Coorinates (944, 830) - 830
8829: Coorinates (262, 830) - 830
8830: Complex number (932, 715) - 830
8831: Complex number (923, 727) - 830
8832: Coorinates (223, 830) - 830
8833: Complex number (927, 721) - 830
8834: Coorinates (211, 830) - 830
8835: Complex number (988, 638) - 831
8836: Coorinates (64, 831) - 831
8837: Coorinates (96, 831) - 831
8838: Complex number (789, 872) - 831
8839: Coorinates (937, 831) - 831
8840: Coorinates (518, 831) - 831
8841: Complex number (920, 734) - 832
8842: Coorinates (805, 832) - 832
8843: Complex number (712, 937) - 832
8844: Complex number (838, 827) - 832
8845: Coorinates (816, 832) - 832
8846: Coorinates (623, 832) - 832
8847: Complex number (899, 761) - 832
8848: Coorinates (227, 833) - 833
8849: Coorinates (91, 833) - 833
8850: Coorinates (251, 833) - 833
8851: Complex number (647, 986) - 833
8852: Coorinates (317, 833) - 833
8853: Coorinates (236, 833) - 833
8854: Coorinates (184, 833) - 833
8855: Complex number (986, 649) - 834
8856: Coorinates (705, 834) - 834
8857: Complex number (906, 756) - 834
8858: Coorinates (821, 834) - 834
8859: Coorinates (22, 834) - 834
8860: Coorinates (789, 834) - 834
8861: Complex number (966, 679) - 834
8862: Complex number (668, 973) - 834
8863: Coorinates (604, 834) - 834
8864: Coorinates (203, 834) - 834
8865: Coorinates (794, 834) - 834
8866: Coorinates (891, 834) - 834
8867: Complex number (704, 948) - 834
8868: Coorinates (106, 834) - 834
8869: Coorinates (203, 834) - 834
8870: Complex number (934, 723) - 835
8871: Coorinates (397, 835) - 835
8872: Complex number (835, 835) - 835
8873: Complex number (729, 929) - 835
8874: Coorinates (801, 835) - 835
8875: Coorinates (227, 835) - 835
8876: Coorinates (608, 835) - 835
8877: Coorinates (977, 835) - 835
8878: Coorinates (97, 835) - 835
8879: Complex number (736, 924) - 835
8880: Complex number (955, 697) - 836
8881: Coorinates (525, 836) - 836
8882: Complex number (881, 790) - 836
8883: Coorinates (353, 836) - 836
8884: Complex number (956, 696) - 836
8885: Coorinates (369, 836) - 836
8886: Coorinates (692, 836) - 836
8887: Coorinates (269, 836) - 836
8888: Coorinates (526, 836) - 836
8889: Coorinates (664, 836) - 836
8890: Coorinates (810, 836) - 836
8891: Coorinates (635, 836) - 836
8892: Coorinates (776, 836) - 836
8893: Complex number (730, 931) - 836
8894: Complex number (826, 846) - 836
8895: Coorinates (349, 836) - 836
8896: Complex number (973, 675) - 837
8897: Coorinates (471, 837) - 837
8898: Coorinates (795, 837) - 837
8899: Complex number (672, 975) - 837
8900: Complex number (732, 932) - 837
